Ensino Fundamental Regular - Anos Finais;;;;;;;;;;;;;;;;;;;;;;;
Indicadores educacionais compostos por: Taxa de Aprovação, SAEB e IDEB nos anos de 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 20211 e 2023 e Metas do 1º ciclo do Ideb2,3 (2007-2021). Os dados estão dimensionados por escola e organizados por rede de ensino.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;"IDEB
2005
(N x P)";"IDEB
2007
(N x P)";"IDEB
2009
(N x P)";"IDEB
2011
(N x P)";"IDEB
2013
(N x P)";"IDEB
2015
(N x P)";"IDEB
2017
(N x P)";"IDEB
2019
(N x P)";"IDEB
20211
(N x P)";"IDEB
2023
(N x P)";Metas do 1º ciclo do Ideb2,3 (2007-2021);;;;;;;
GO;5210901;Itapaci;52017311;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS GERALDA ANDRADE MARTINS;Estadual;3,5;3,7;3,8;3,6;4,5;4,2;5,5;5,6;6;6,1;3,5;3,7;3,9;4,3;4,7;5;5,2;5,5
GO;5210901;Itapaci;52017320;ESCOLA ESTADUAL LUIZ ALVES MACHADO;Estadual;-;3,5;3,7;4,3;5,1;5,9;5,7;5,2;5,4;5,8;-;3,6;3,8;4,1;4,5;4,7;5;5,2
GO;5210901;Itapaci;52017354;CENTRO DE ENSINO EM PERIODO INTEGRAL SANTA TEREZINHA;Estadual;-;3,7;2,9;-;-;-;-;-;4,9;-;-;3,7;4;4,3;4,6;4,9;5,1;5,4
GO;5210901;Itapaci;52017362;ESCOLA ESTADUAL VICENCA MARIA DE JESUS;Estadual;-;-;3,2;3,4;-;-;4,2;4,6;-;-;-;-;3,3;3,6;3,9;4,2;4,5;4,7
GO;5210901;Itapaci;52085040;ESCOLA MUNICIPAL LEONCIO JOSE DE SANTANA;Municipal;-;4,5;4,6;4,3;4,1;3,8;5,1;5;-;4,9;-;4,6;4,8;5,1;5,4;5,6;5,9;6,1
GO;5211008;Itapirapuã;52003442;COLEGIO ESTADUAL ILIDIA MARIA PERILLO CAIADO;Estadual;3,1;3,2;1,6;-;-;-;-;-;4,7;4,9;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5211008;Itapirapuã;52003477;ESCOLA ESTADUAL DESEMBARGADOR MARIO CAIADO;Estadual;-;-;4,1;4,1;5,2;5;4,9;-;-;-;-;-;4,2;4,5;4,8;5,1;5,3;5,6
GO;5211008;Itapirapuã;52003485;CENTRO DE ENSINO EM PERIODO INTEGRAL NICO DE BARROS;Estadual;-;-;-;3,9;-;-;6,1;5,8;-;-;-;-;-;4,1;4,4;4,6;4,9;5,2
GO;5211008;Itapirapuã;52003752;COLEGIO ESTADUAL MARECHAL RIBAS JUNIOR;Estadual;-;-;2,7;3,9;4,1;-;4,4;4,6;4;-;-;-;2,8;3,1;3,4;3,7;4;4,2
GO;5211206;Itapuranga;52017575;COLEGIO ESTADUAL DE ITAPURANGA;Estadual;3,3;3,2;3,7;3,9;4,2;3,9;-;-;-;-;3,3;3,5;3,7;4,1;4,5;4,8;5;5,3
GO;5211206;Itapuranga;52017583;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DEPUTADO JOSE ALVES DE ASSIS;Estadual;-;-;-;-;-;-;-;6,3;6;6,8;-;-;-;-;-;-;-;6,5
GO;5211206;Itapuranga;52017605;COLEGIO ESTADUAL CORONEL VIRGILIO JOSE DE BARROS;Estadual;3,7;3,3;3,5;-;-;-;-;-;-;-;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5211206;Itapuranga;52017613;ESCOLA ESTADUAL JOAQUIM ANTONIO DE OLIVEIRA;Estadual;-;-;-;-;-;-;-;6,6;-;-;-;-;-;-;-;-;-;6,8
GO;5211206;Itapuranga;52017630;ESCOLA ESTADUAL JOAQUIM DA SILVA MOREIRA;Estadual;4,1;4,4;4,3;-;5;-;5,4;5,1;5,8;5,4;4,1;4,3;4,5;4,9;5,3;5,5;5,8;6
GO;5211206;Itapuranga;52017664;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE PEREIRA DE FARIA;Estadual;-;4,4;4;4,8;5,3;5,4;6,1;5,7;5,7;6,4;-;4,5;4,7;5;5,4;5,6;5,8;6,1
GO;5211206;Itapuranga;52017699;ESCOLA ESTADUAL MILTON CAMILO DE FARIA;Estadual;4;4,4;-;-;-;-;-;-;-;-;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5211206;Itapuranga;52017702;ESCOLA MUNICIPAL BETEL;Municipal;-;-;4,8;-;-;-;5,2;-;-;-;-;-;4,9;5,2;5,5;5,8;6;6,2
GO;5211206;Itapuranga;52017745;ESCOLA ESTADUAL ZICO COELHO;Estadual;4,5;4,5;4,6;5,3;5,7;4,9;5,9;5,9;5,6;6,1;4,5;4,7;5;5,3;5,7;5,9;6,1;6,4
GO;5211206;Itapuranga;52018164;COLEGIO ESTADUAL FARNESE RABELO;Estadual;-;-;-;-;-;-;-;5,1;5,3;5;-;-;-;-;-;-;-;5,4
GO;5211206;Itapuranga;52077900;ESCOLA MUNICIPAL VERA CRUZ;Municipal;-;4,2;4,7;4,4;4,8;5;4,6;-;-;-;-;4,3;4,5;4,8;5,1;5,4;5,6;5,9
GO;5211305;Itarumã;52067459;COLEGIO ESTADUAL COELHO NETO;Estadual;3,3;4;2,7;4,2;4,4;4,6;5,2;4,5;5,1;5,6;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5211404;Itauçu;52024369;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DE ITAUCU;Estadual;3,8;3,6;3,8;4,5;4,9;5;5,2;5;4,7;5,8;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5211404;Itauçu;52095282;ESCOLA MUNICIPAL CESARIO LOPES DE OLIVEIRA DE ORDALIA;Municipal;-;-;-;-;-;-;5,3;5,8;-;-;-;-;-;-;-;-;5,5;5,7
GO;5211503;Itumbiara;52059332;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM VELOSO;Estadual;2,8;3,6;3,6;4,1;-;-;5,4;-;5,4;5,5;2,8;3;3,4;3,8;4,2;4,5;4,8;5
GO;5211503;Itumbiara;52059340;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR MENEZES JUNIOR;Estadual;3,5;3,2;3,4;4,3;4,9;5,2;5,7;5,3;5,5;5,4;3,5;3,7;4;4,4;4,7;5;5,2;5,5
GO;5211503;Itumbiara;52059359;ESCOLA MUNICIPAL FLORIANO DE CARVALHO;Municipal;4,2;4,7;5,3;5;5,6;-;-;-;-;-;4,2;4,4;4,7;5,1;5,4;5,7;5,9;6,1
GO;5211503;Itumbiara;52059375;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DONA VENANCIA MAGALHAES COTRIM;Municipal;3,4;3,6;-;5,2;5,5;-;-;-;-;-;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5211503;Itumbiara;52059456;ESCOLA ESTADUAL ADELINO LOPES DE MOURA;Estadual;-;-;-;-;-;-;4,6;4,2;-;-;-;-;-;-;-;-;4,8;5
GO;5211503;Itumbiara;52059464;CENTRO DE ENSINO EM PERIODO INTEGRAL ADONIRO MARTINS DE ANDRADE;Estadual;2,3;3,3;3,4;4,2;5,4;4,8;-;5,6;5,3;5,8;2,3;2,5;2,8;3,2;3,6;3,9;4,1;4,4
GO;5211503;Itumbiara;52059472;COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS;Estadual;-;3,1;3,5;3,1;5,3;5,1;5,7;5,9;5,7;-;-;3,2;3,4;3,7;4,1;4,3;4,6;4,9
GO;5211503;Itumbiara;52059502;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR JOSE FELICIANO FERREIRA;Estadual;3,3;2,2;3,4;3,8;5,4;5,7;6,5;6,4;6,1;-;3,3;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5211503;Itumbiara;52059537;CENTRO DE ENSINO EM PERIODO INTEGRAL ERMELINDO FELIX DE MIRANDA;Estadual;-;3,5;-;-;-;5;5,9;5,8;-;-;-;3,6;3,8;4,2;4,5;4,8;5;5,3
GO;5211503;Itumbiara;52059545;COLEGIO ESTADUAL FELIX DE ALMEIDA;Estadual;3,6;3,4;3,9;4,1;5;5,1;5,4;5,5;5,8;5,9;3,6;3,8;4;4,4;4,8;5,1;5,3;5,6
GO;5211503;Itumbiara;52059553;COLEGIO ESTADUAL GENERAL CUNHA MATTOS;Estadual;-;2,9;-;4,8;5,3;4,9;5,7;4,9;5,5;-;-;3;3,2;3,5;3,8;4,1;4,4;4,6
GO;5211503;Itumbiara;52059561;CENTRO DE ENSINO EM PERIODO INTEGRAL HOMERO ORLANDO RIBEIRO;Estadual;3,9;3,7;3,3;4;5,4;5,7;6,4;6,3;5,9;6,6;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5211503;Itumbiara;52059588;COLEGIO ESTADUAL JOSE FLAVIO SOARES;Estadual;-;3,1;3;3,7;4,5;4,9;5,5;5,7;5,3;5,4;-;3,1;3,3;3,7;4;4,3;4,5;4,8
GO;5211503;Itumbiara;52059596;COLEGIO ESTADUAL MAURO BORGES TEIXEIRA;Estadual;-;2,8;-;-;-;-;-;-;-;-;-;2,9;3,1;3,4;3,8;4;4,3;4,6
GO;5211503;Itumbiara;52059600;CENTRO DE EDUCACAO EM PERIODO INTEGRAL RUI BARBOSA;Estadual;-;3,9;4,3;4,5;5,2;-;6,9;5,2;-;-;-;4;4,2;4,6;4,9;5,2;5,4;5,6
GO;5211503;Itumbiara;52059626;COLEGIO ESTADUAL SEBASTIAO XAVIER;Estadual;2,8;3,5;3,9;4,1;5,3;4,5;5,3;5,4;4,8;5,4;2,8;3;3,2;3,6;4;4,3;4,5;4,8
GO;5211503;Itumbiara;52059669;ESC MUL ALEXANDRE ARCIPRETTI;Municipal;2,9;3,7;-;-;-;-;-;-;-;-;3;3,1;3,4;3,8;4,2;4,4;4,7;5
GO;5211503;Itumbiara;52059693;ESC MUL DO 1º GRAU ROTARY CLUB;Municipal;3,5;3,5;-;-;-;-;-;-;-;-;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5211503;Itumbiara;52059758;ESC MUL MARIA LEOPOLDINA DE CARVALHO;Municipal;-;-;4,6;5;5,8;-;-;-;-;-;-;-;4,7;5;5,3;5,6;5,8;6
GO;5211503;Itumbiara;52059774;ESCOLA MUNICIPAL DE TEMPO INTEGRAL QUIM MACHADO;Municipal;-;-;4,4;-;-;-;5,5;5,5;5,8;5,9;-;-;4,6;4,9;5,2;5,4;5,7;5,9
GO;5211503;Itumbiara;52059790;ESCOLA MUNICIPAL OSCAR DOMINGOS DA COSTA;Municipal;3,8;-;-;-;-;-;-;-;-;-;3,9;4;4,3;4,7;5,1;5,3;5,5;5,8
GO;5211503;Itumbiara;52059901;ESCOLA MUNICIPAL PROFESSOR ALAOR DIAS MACHADO;Municipal;3,7;3,7;2,8;-;-;-;-;-;-;-;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5211503;Itumbiara;52059910;COLEGIO ESTADUAL EMILIA MARIA GUIMARAES;Estadual;3,4;2,5;2,4;3,8;4,8;5,2;5,2;6;-;-;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,4
GO;5211503;Itumbiara;52088413;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DE ITUMBIARA DIONARIA ROCHA;Estadual;5,4;5,4;4,3;5,8;5,9;6;6,3;6,4;6,5;6,9;5,4;5,5;5,8;6,1;6,4;6,6;6,8;7
GO;5211503;Itumbiara;52188507;ESCOLA MUNICIPAL DE TEMPO INTEGRAL AMADEU PEDRO DE OLIVEIRA;Municipal;-;-;3,6;-;-;-;-;-;-;-;-;-;3,7;4;4,3;4,6;4,8;5,1
GO;5211602;Ivolândia;52027678;COLEGIO ESTADUAL ANTENOR PADILHA;Estadual;3,9;4,4;4,4;-;5,9;5,9;5,5;5,4;5,6;6,3;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5211701;Jandaia;52056635;COLEGIO ESTADUAL JOSE DE FARIAS CAMPOS SOBRINHO;Estadual;3,9;3,8;3,9;3,9;4,3;4,1;5,3;5;4,7;5,8;3,9;4,1;4,3;4,7;5,1;5,4;5,6;5,8
GO;5211701;Jandaia;52056694;INSTITUTO DE EDUCACAO FRANCISCO MOURA;Municipal;-;4,3;4,6;4,3;4,7;5,3;-;-;-;-;-;4,4;4,6;4,9;5,2;5,5;5,7;5,9
GO;5211800;Jaraguá;52024610;COLEGIO ESTADUAL DIOGENES DE CASTRO RIBEIRO;Estadual;-;2,7;2,4;-;-;-;-;-;-;-;-;2,8;3;3,3;3,7;3,9;4,2;4,5
GO;5211800;Jaraguá;52024628;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS SILVIO DE CASTRO RIBEIRO JARAGUA;Estadual;3,2;3,2;3,1;3,3;4,1;5,3;5,4;5,8;6,2;6,6;3,2;3,4;3,7;4,1;4,4;4,7;5;5,2
GO;5211800;Jaraguá;52024679;CENTRO DE ENSINO EM PERIODO INTEGRAL BALTAZAR DE FREITAS;Estadual;-;4,2;4,2;4,4;5,1;4,9;5,5;5,5;5,5;5,9;-;4,3;4,5;4,8;5,1;5,4;5,6;5,9
GO;5211800;Jaraguá;52024695;ESCOLA ESTADUAL DE ARTULANDIA;Estadual;-;3,6;-;-;-;-;4,8;-;5,2;-;-;3,7;3,9;4,2;4,6;4,8;5,1;5,4
GO;5211800;Jaraguá;52024725;ESCOLA ESTADUAL DR ORNELO MACHADO;Estadual;-;4,1;4,3;4,7;5,2;5,1;5,7;5,6;5,4;5,5;-;4,1;4,4;4,7;5;5,3;5,5;5,8
GO;5211800;Jaraguá;52024733;COLEGIO ESTADUAL MANOEL RIBEIRO FREITAS MACHADO;Estadual;-;4,1;4,5;4,8;5,7;5,8;6,4;6,1;5,9;5,9;-;4,2;4,4;4,8;5,1;5,3;5,6;5,8
GO;5211800;Jaraguá;52024741;CENTRO DE ENSINO EM PERIODO INTEGRAL SAO JOSE;Estadual;-;3;3,9;3,5;4,5;4,7;4,8;5,1;5,5;6;-;3,1;3,3;3,6;4;4,2;4,5;4,8
GO;5211800;Jaraguá;52025217;ESC MUL SAO PEDRO;Municipal;-;-;-;-;-;-;4,5;-;5;5,2;-;-;-;-;-;-;4,7;4,9
GO;5211909;Jataí;52052524;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO ROBERTO MOREIRA;Estadual;3,3;3,8;3,4;4,3;3,9;4,5;-;-;-;4,7;3,3;3,5;3,7;4,1;4,5;4,8;5;5,3
GO;5211909;Jataí;52052532;COLEGIO ESTADUAL MARCONDES GODOI;Estadual;4,4;-;3,8;4,8;5,8;4,7;5,5;4,6;4,6;6,3;4,5;4,6;4,9;5,3;5,6;5,8;6,1;6,3
GO;5211909;Jataí;52052540;COLEGIO DA POLICIA MILITAR DE GOIAS NESTORIO RIBEIRO;Estadual;3,9;3,8;3,1;4;4;5,9;7;6,4;6,1;6,5;3,9;4,1;4,3;4,7;5,1;5,4;5,6;5,8
GO;5211909;Jataí;52052559;ESCOLA MUNICIPAL DAVID FERREIRA;Municipal;3,8;2,7;3,7;3,9;4,6;5;-;-;-;-;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5211909;Jataí;52052613;COLEGIO ESTADUAL ALCANTARA CARVALHO;Estadual;3,8;4,1;3,5;4,8;5,4;5,9;6,2;6;5,3;5,4;3,9;4;4,3;4,7;5;5,3;5,5;5,8
GO;5211909;Jataí;52052621;CENTRO DE ENSINO EM PERIODO INTEGRAL EMILIA FERREIRA DE CARVALHO;Estadual;-;3;4,1;4;4,2;3,9;4,9;5,5;5,3;6;-;3,1;3,3;3,6;4;4,2;4,5;4,8
GO;5211909;Jataí;52052630;COLEGIO ESTADUAL FREI DOMINGOS;Estadual;2,3;3,7;3,9;4,4;4,7;4,3;5;4,6;4,7;5,7;2,4;2,7;3,1;3,7;4,1;4,4;4,7;4,9
GO;5211909;Jataí;52052656;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE FELICIANO FERREIRA;Estadual;3,2;3,9;3,9;4;4,5;-;-;-;-;-;3,2;3,4;3,7;4,1;4,4;4,7;5;5,2
GO;5211909;Jataí;52052664;ESCOLA ESTADUAL JOSE MANOEL VILELA;Estadual;2,8;3;3,3;-;-;-;5,1;5,2;4,9;5,5;2,8;3;3,3;3,7;4,1;4,4;4,7;4,9
GO;5211909;Jataí;52052672;ESCOLA ESTADUAL POLIVALENTE DANTE MOSCONI;Estadual;5,5;5,9;4,7;6;6;5,9;6,6;5,5;5,2;5,7;5,5;5,6;5,9;6,2;6,5;6,7;6,9;7,1
GO;5211909;Jataí;52052680;CENTRO DE ENSINO EM PERIODO INTEGRAL SERAFIM DE CARVALHO;Estadual;3,1;3,9;4,1;4,9;5;4,5;6;-;5,5;6;3,1;3,3;3,6;4;4,3;4,6;4,9;5,1
GO;5211909;Jataí;52052737;ESCOLA MUNICIPAL ANTONIO TOSTA DE CARVALHO;Municipal;3,3;3,9;4,3;4,2;4,6;4,8;-;-;-;-;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5211909;Jataí;52052834;ESCOLA MUNICIPAL CLOBERTINO NAVES DA CUNHA;Municipal;-;-;-;5,4;-;-;4,7;-;-;-;-;-;-;5,6;5,9;6,1;6,3;6,5
GO;5211909;Jataí;52052850;ESCOLA MUNICIPAL DEPUTADO MANOEL DA COSTA LIMA;Municipal;-;3,7;-;-;-;-;-;-;-;-;-;3,8;4;4,4;4,7;5;5,2;5,5
GO;5211909;Jataí;52052885;ESCOLA MUNICIPAL FLAVIO VILELA;Municipal;-;3,8;3,9;4,1;4,2;4,4;-;-;-;-;-;3,8;4,1;4,4;4,7;5;5,2;5,5
GO;5211909;Jataí;52053024;ESCOLA MUNICIPAL ROMUALDA DE BARROS;Municipal;-;-;-;-;-;4,7;4,1;-;-;-;-;-;-;-;-;5;5,2;5,4
GO;5211909;Jataí;52053180;ESCOLA MUNICIPAL PROFA ISABEL F M E SILVA;Municipal;4;4,1;4,3;4;4,3;4,9;-;-;-;-;4;4,2;4,4;4,8;5,2;5,4;5,7;5,9
GO;5211909;Jataí;52053199;ESCOLA MUNICIPAL PROF LUZIANO DIAS DE FREITAS;Municipal;-;-;4,3;3,9;4,8;5,1;-;-;-;-;-;-;4,5;4,8;5,1;5,3;5,6;5,8
GO;5211909;Jataí;52053210;ESCOLA ESTADUAL WASHINGTON BARROS FRANCA;Estadual;-;-;-;-;-;4;4,5;4,5;4,1;4,6;-;-;-;-;-;4,3;4,5;4,8
GO;5211909;Jataí;52053237;ESCOLA MUNICIPAL RIO PARAISO III;Municipal;-;-;-;-;-;-;5,8;-;-;-;-;-;-;-;-;-;6;6,2
GO;5211909;Jataí;52071944;ESCOLA MUNICIPAL PROF JOAO JUSTINO OLIVEIRA CAIC;Municipal;-;3,2;3,3;3,7;3,9;4,5;-;-;-;-;-;3,3;3,5;3,8;4,1;4,4;4,7;4,9
GO;5211909;Jataí;52082717;ESCOLA MUNICIPAL IRMA SCHEILLA;Municipal;-;3,3;-;-;-;-;-;-;-;-;-;3,4;3,6;3,9;4,3;4,5;4,8;5,1
GO;5212006;Jaupaci;52027783;COLEGIO ESTADUAL GETULIO VARGAS;Estadual;4,1;3,9;3,9;4;5;5,8;5,9;6,1;5,4;5,6;4,2;4,3;4,6;5;5,3;5,6;5,8;6,1
GO;5212055;Jesúpolis;52025411;COLEGIO ESTADUAL CANDIDO DIAS;Estadual;3,2;3,7;3,3;4;5,4;5,3;6,2;5,8;4,9;6,1;3,2;3,4;3,7;4,1;4,5;4,7;5;5,2
GO;5212105;Joviânia;52059952;ESCOLA ESTADUAL ALFREDO NASSER;Estadual;3,2;3,2;4;4,1;4,8;5,8;-;6,2;5,1;6,4;3,2;3,4;3,7;4,1;4,5;4,7;5;5,3
GO;5212105;Joviânia;52094677;ESCOLA MUNICIPAL PROFESSORA ADELIA AUGUSTA DE OLIVEIRA;Municipal;-;3,8;3,8;-;4,1;5,2;5,6;5,4;4,9;3,8;-;3,9;4,1;4,5;4,8;5,1;5,3;5,6
GO;5212204;Jussara;52003787;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM BOSCO;Estadual;3,2;3,7;3,5;4,8;5,3;5,4;-;-;5,6;6,2;3,2;3,4;3,6;4,1;4,4;4,7;5;5,2
GO;5212204;Jussara;52003795;ESCOLA MUNICIPAL MILITARIZADA COMENDADOR JOAO MARCHESI;Municipal;-;5,3;4,4;-;-;5,2;-;5,7;-;-;-;5,4;5,6;5,9;6,2;6,4;6,6;6,8
GO;5212204;Jussara;52003809;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR BRASIL RAMOS CAIADO;Estadual;2,6;4,3;-;-;-;-;-;-;-;-;2,6;2,7;3;3,4;3,7;4;4,3;4,6
GO;5212204;Jussara;52003817;ESCOLA ESTADUAL GERCINA BORGES TEIXEIRA;Estadual;-;-;-;-;-;-;4,7;5,3;4,6;5,3;-;-;-;-;-;-;4,9;5,2
GO;5212204;Jussara;52003833;COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS;Estadual;2,8;4,1;2,8;4,7;5,2;5,3;5,5;5;4,8;4,4;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5212204;Jussara;52003850;CEPMG UNIDADE MARIA TEREZA GARCIA NETA BENTO;Estadual;4,2;-;4,4;5;6;6,1;6,1;6,6;6;6,8;4,2;4,3;4,6;5;5,4;5,6;5,8;6,1
GO;5212204;Jussara;52003868;COLEGIO ESTADUAL MAL RONDON;Estadual;-;3,6;3,6;-;-;-;-;-;5,8;-;-;3,7;3,9;4,2;4,6;4,8;5,1;5,3
GO;5212204;Jussara;52003973;ESCOLA MUNICIPAL FRANCISCO RODRIGUES REBOUCAS;Municipal;-;-;-;4,8;-;-;5,1;-;-;-;-;-;-;5;5,3;5,5;5,8;6
GO;5212204;Jussara;52077063;ESCOLA MUNICIPAL IZAURA MARIA DA SILVA;Municipal;-;-;3,8;-;-;-;-;-;-;-;-;-;3,9;4,2;4,5;4,8;5;5,3
GO;5212253;Lagoa Santa;52067343;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;Estadual;2,9;3,5;-;5;5,6;5,6;5,7;5,5;5,7;6;3;3,1;3,4;3,8;4,1;4,4;4,7;4,9
GO;5212303;Leopoldo de Bulhões;52039005;CENTRO DE ENSINO EM PERIODO INTEGRAL SALIM AFIUNE;Estadual;3,3;2,2;3,6;4,5;5,5;-;5,5;-;5,3;5;3,3;3,5;3,7;4,1;4,5;4,8;5;5,3
GO;5212303;Leopoldo de Bulhões;52039030;ESCOLA ESTADUAL GERALDA LUZIA VECCI;Estadual;-;-;-;-;-;4,9;5,2;5;5;5,7;-;-;-;-;-;5,1;5,4;5,6
GO;5212303;Leopoldo de Bulhões;52039161;ESCOLA MUNICIPAL VESPASIANO DA COSTA FERREIRA;Municipal;-;-;3,1;-;-;-;-;-;-;-;-;-;3,3;3,6;3,9;4,1;4,4;4,7
GO;5212303;Leopoldo de Bulhões;52039188;ESCOLA MUNICIPAL RONALDO ROBERTO ROCHA;Municipal;-;-;2,9;2,5;-;4,6;4,6;4,4;-;4,5;-;-;3;3,3;3,6;3,9;4,2;4,4
GO;5212501;Luziânia;52047270;COLEGIO ESTADUAL PROFESSOR ANTONIO MARCO DE ARAUJO;Estadual;3,4;2,8;2,9;3,1;3,8;3,9;4,7;4,6;4,9;5,1;3,4;3,6;3,8;4,3;4,6;4,9;5,1;5,4
GO;5212501;Luziânia;52047318;COLEGIO ESTADUAL PROFESSORA MARIA PEREIRA VASCONCELOS;Estadual;3,3;3,1;3,4;3,5;3,6;4,5;5,4;5,4;5;4,9;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5212501;Luziânia;52047431;COLEGIO ESTADUAL ALCEU DE ARAUJO RORIZ;Estadual;3,7;3,6;4;4,2;4,7;5;5,2;5,3;5,7;5,7;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5212501;Luziânia;52047458;COLEGIO ESTADUAL CONEGO RAMIRO;Estadual;4,1;4,9;4,4;4,7;5,4;5,8;6,1;6;5,9;6,7;4,1;4,2;4,5;4,9;5,3;5,5;5,8;6
GO;5212501;Luziânia;52047474;COLEGIO ESTADUAL EPAMINONDAS RORIZ;Estadual;2,6;3,7;3,7;3,4;4,7;4,8;5,2;5,5;5,6;5,5;2,6;2,8;3,1;3,5;3,8;4,1;4,4;4,6
GO;5212501;Luziânia;52047482;COLEGIO ESTADUAL ILIDIO DE SOUZA LEMOS;Estadual;-;-;4,4;4,9;5,1;-;5,4;5,4;5,1;6;-;-;4,6;4,9;5,2;5,4;5,7;5,9
GO;5212501;Luziânia;52047504;COLEGIO ESTADUAL PADRE DARIO DE ROMEDIS;Estadual;2,8;2,8;3,2;3,8;4,9;4,8;5,4;5,2;5,3;5,8;2,9;3;3,3;3,7;4;4,3;4,6;4,9
GO;5212501;Luziânia;52047512;COLEGIO ESTADUAL POSTO IPE;Estadual;3,6;3,2;3,7;3,6;3,8;4,4;5,2;5,1;4,8;5,1;3,6;3,7;4;4,4;4,8;5,1;5,3;5,6
GO;5212501;Luziânia;52047520;COLEGIO ESTADUAL PROFESSOR JOSUE MEIRELES;Estadual;3,7;2,9;3,1;3,9;4,8;5,1;5,5;5,4;5,5;6;3,8;3,9;4,2;4,6;5;5,2;5,5;5,7
GO;5212501;Luziânia;52047539;COLEGIO ESTADUAL PROFESSOR JOSE CARNEIRO FILHO;Estadual;2,4;3,2;2,9;2,9;4,4;4,5;5,5;5,6;5,1;4,6;2,4;2,7;3,1;3,6;4;4,3;4,5;4,8
GO;5212501;Luziânia;52047547;COLEGIO ESTADUAL PROFESSORA LOURDES DE OLIVEIRA SAMPAIO;Estadual;3;3,2;3,7;3,4;4;4,6;5,1;-;5;4,9;3;3,2;3,5;3,9;4,2;4,5;4,8;5
GO;5212501;Luziânia;52048730;COLEGIO ESTADUAL MINGONE;Estadual;3,4;3,7;3;3,4;3,7;4,7;5,5;5,2;5;4,6;3,4;3,5;3,8;4,2;4,6;4,9;5,1;5,4
GO;5212501;Luziânia;52069095;COLEGIO ESTADUAL PROFESSORA HELENA LUZIA RODRIGUES DE QUEIROZ;Estadual;-;3,8;4;3,5;4,5;4,2;4,6;4,7;4,9;5;-;3,8;4,1;4,4;4,7;5;5,2;5,5
GO;5212501;Luziânia;52069109;COLEGIO ESTADUAL MARIA LUIZA DA SILVA;Estadual;2,8;2,7;2,9;2,7;4,2;4,6;5,7;5,2;-;-;2,8;3;3,3;3,7;4;4,3;4,6;4,8
GO;5212501;Luziânia;52073513;COLEGIO ESTADUAL VALDERI SANTOS MIMI;Estadual;-;-;2,7;-;4,6;4,9;5,6;5,1;4,9;5,4;-;-;2,8;3,1;3,4;3,7;3,9;4,2
GO;5212501;Luziânia;52075117;ESCOLA ESTADUAL SANDRA MEIRELES RORIZ;Estadual;-;-;-;-;4,4;3,8;4,9;-;-;-;-;-;-;-;4,6;4,9;5,1;5,4
GO;5212501;Luziânia;52076822;CENTRO DE ENSINO EM PERIODO INTEGRAL FRANCISCO MACHADO DE ARAUJO;Estadual;-;3,2;3,3;3;4,3;4,5;-;5;5;5,7;-;3,3;3,5;3,8;4,2;4,4;4,7;5
